"ticket","year","country","error","mape","disper","esg_score","esg_comb","env_pillar","social_pillar","gov_pillar","qanalyst"
"GFPT.BK",2023,"Thailand",0,0,0.067,62.54,62.54,59.4,68.65,55.45,9
"GFSA3.SA",2014,"Brazil",1,0.002,0,41.22,41.22,15,40.08,77,11
"GFSA3.SA",2015,"Brazil",1,0.002,0.362,38.75,38.75,15,39.28,77,10
"GFSA3.SA",2016,"Brazil",1,0.002,0.133,41.25,41.25,15,48.29,77,7
"GFSA3.SA",2017,"Brazil",1,0.002,0.362,43.42,43.42,15,48.55,77,7
"GFSA3.SA",2018,"Brazil",1,0.002,0.325,41.62,41.62,15,42.53,77,3
"GFSA3.SA",2019,"Brazil",1,0.002,0.076,40.28,40.28,15,41.08,77,2
"GFSA3.SA",2020,"Brazil",1,0.002,0,40.17,40.17,15,43.12,77,0
"GFSA3.SA",2021,"Brazil",0,0,0,26.47,26.47,15,17,77,0
"GFSA3.SA",2022,"Brazil",0,0,0,15,15,15,17,15,0
"GFSA3.SA",2023,"Brazil",0,0,0,15,15,15,17,15,0
"GGBR4.SA",2014,"Brazil",0.994,0.002,0.175,41.94,23.16,35.19,37.26,59.29,13
"GGBR4.SA",2015,"Brazil",1.004,0.002,0.022,39.4,39.4,38.62,28.13,58.98,15
"GGBR4.SA",2016,"Brazil",1,0.002,0.362,34.89,34.89,29.42,31.91,47.62,15
"GGBR4.SA",2017,"Brazil",0.998,0.002,0.272,34.72,34.72,26.6,29.47,54.96,12
"GGBR4.SA",2018,"Brazil",0.994,0.002,0.223,41.75,41.75,38.22,41.23,47.65,14
"GGBR4.SA",2019,"Brazil",0.996,0.002,0.134,52.39,52.39,51.96,52.24,53.27,14
"GGBR4.SA",2020,"Brazil",0.995,0.002,0.115,49.78,49.78,48.84,53.11,45.69,10
"GGBR4.SA",2021,"Brazil",0.953,0.002,0.101,56.86,56.86,64.62,55.76,47.53,14
"GGBR4.SA",2022,"Brazil",0.964,0.002,0.201,59.49,59.49,71.57,60.52,40.5,15
"GGBR4.SA",2023,"Brazil",1.067,0.002,0.118,15,15,15,17,15,12
"GIGANTE.MX",2014,"Mexico",0,0,0,15,15,15,17,15,0
"GIGANTE.MX",2015,"Mexico",0,0,0,15,15,15,17,15,0
"GIGANTE.MX",2016,"Mexico",0,0,0,15,15,15,17,15,0
"GIGANTE.MX",2017,"Mexico",0,0,0,15,15,15,17,15,0
"GIGANTE.MX",2018,"Mexico",0,0,0,15,15,15,17,15,0
"GIGANTE.MX",2019,"Mexico",0,0,0,15,15,15,17,15,0
"GIGANTE.MX",2020,"Mexico",0,0,0,46.07,46.07,28.63,60.79,38.43,0
"GIGANTE.MX",2021,"Mexico",0,0,0,51.76,51.76,30.78,61.26,51.7,0
"GIGANTE.MX",2022,"Mexico",0,0,0,55.53,55.53,33.07,62.79,58.69,0
"GIGANTE.MX",2023,"Mexico",0,0,0,15,15,15,17,15,0
"GLOBAL.BK",2014,"Thailand",0,0,0.195,15,15,15,17,15,12
"GLOBAL.BK",2015,"Thailand",0.996,0.002,0.273,15,15,15,17,15,11
"GLOBAL.BK",2016,"Thailand",0.996,0.002,0.12,15,15,15,17,15,10
"GLOBAL.BK",2017,"Thailand",0.978,0.002,0.034,15,15,15,17,15,8
"GLOBAL.BK",2018,"Thailand",2.344,0.002,0.032,15,15,15,17,15,10
"GLOBAL.BK",2019,"Thailand",2.344,0.002,0.026,25.08,25.08,15,28.22,30.05,10
"GLOBAL.BK",2020,"Thailand",2.344,0.002,0.031,27.09,27.09,15,27.73,33.96,11
"GLOBAL.BK",2021,"Thailand",2.344,0.002,0.033,35.77,35.77,39.11,37.99,31.62,12
"GLOBAL.BK",2022,"Thailand",2.344,0.002,0.214,33.24,33.24,54.43,38.65,16.63,11
"GLOBAL.BK",2023,"Thailand",0,0,0.026,41.65,41.65,63.42,52.91,18.33,13
"GMEXICOB.MX",2014,"Mexico",0.997,0.002,0,59.13,59.13,72.78,61.86,35.09,13
"GMEXICOB.MX",2015,"Mexico",1,0.002,0.04,61.47,61.47,74,58.73,40.14,17
"GMEXICOB.MX",2016,"Mexico",1,0.002,0.205,59.91,59.91,74,57.12,36.56,15
"GMEXICOB.MX",2017,"Mexico",1,0.002,0.093,61.5,61.5,74,65.18,34.94,12
"GMEXICOB.MX",2018,"Mexico",1,0.002,0.08,62.12,62.12,74,67.54,24.96,17
"GMEXICOB.MX",2019,"Mexico",1,0.002,0.158,62.87,53.04,74,65.59,33.26,16
"GMEXICOB.MX",2020,"Mexico",1,0.002,0.06,63.13,63.13,74,66.79,34.1,14
"GMEXICOB.MX",2021,"Mexico",0.999,0.002,0.098,63.3,63.3,74,68.45,32.43,14
"GMEXICOB.MX",2022,"Mexico",0.992,0.002,0.278,64.31,64.31,74,76,26.97,13
"GMEXICOB.MX",2023,"Mexico",0.999,0.002,0.246,15,15,15,17,15,11
"GMXT.MX",2014,"Mexico",0,0,0.035,15,15,15,17,15,0
"GMXT.MX",2015,"Mexico",0,0,0,15,15,15,17,15,0
"GMXT.MX",2016,"Mexico",0,0,0,15,15,15,17,15,0
"GMXT.MX",2017,"Mexico",0,0,0,44.66,44.66,55.17,58.44,15,3
"GMXT.MX",2018,"Mexico",0.977,0.002,0.167,48.98,48.98,63.98,58.29,18.88,8
"GMXT.MX",2019,"Mexico",0,0,0.155,51.21,51.21,59.41,73.95,15,8
"GMXT.MX",2020,"Mexico",0,0,0.06,55.4,55.4,65.45,76,15,8
"GMXT.MX",2021,"Mexico",0,0,0.08,58.79,58.79,53.92,76,25.53,7
"GMXT.MX",2022,"Mexico",0,0,0.055,56.65,56.65,53.06,76,19.03,5
"GMXT.MX",2023,"Mexico",0.42,0.002,0.062,15,15,15,17,15,4
"GNDJ.J",2014,"South Africa",0,0,0.283,42.45,42.45,49.25,44.4,31.76,3
"GNDJ.J",2015,"South Africa",0,0,0.093,44.66,44.66,45.73,51.02,35.1,4
"GNDJ.J",2016,"South Africa",0,0,0.362,49.06,49.06,42.42,63.38,38.42,3
"GNDJ.J",2017,"South Africa",0,0,0.362,45.62,45.62,45.64,54.98,33.41,4
"GNDJ.J",2018,"South Africa",0,0,0.092,46.67,46.67,55.83,55.92,23.65,2
"GNDJ.J",2019,"South Africa",0,0,0.216,46.05,46.05,54.55,55.33,23.81,2
"GNDJ.J",2020,"South Africa",1.071,0.002,0,45.51,45.51,48.28,50.46,35.75,1
"GNDJ.J",2021,"South Africa",0,0,0,46.45,46.45,47.77,58.22,29.83,0
"GNDJ.J",2022,"South Africa",0,0,0,46.67,46.67,39.73,55.11,44.04,0
"GNDJ.J",2023,"South Africa",0.7,0.002,0,15,15,15,17,15,1
"GOAU4.SA",2014,"Brazil",0.936,0.002,0.299,47.05,24.84,45.26,39.82,61.46,2
"GOAU4.SA",2015,"Brazil",1.14,0.002,0.336,48.04,48.04,48.1,34.63,69.93,2
"GOAU4.SA",2016,"Brazil",1.003,0.002,0.362,43.43,43.43,39.53,34.4,63.81,3
"GOAU4.SA",2017,"Brazil",0.937,0.002,0,40.11,40.11,34.72,31.11,62.57,1
"GOAU4.SA",2018,"Brazil",0,0,0,53.98,53.98,46.86,61.95,51.12,0
"GOAU4.SA",2019,"Brazil",0.986,0.002,0,67.34,67.34,59.54,76,62.07,1
"GOAU4.SA",2020,"Brazil",0.993,0.002,0,70.52,70.52,72.48,76,55.03,1
"GOAU4.SA",2021,"Brazil",0,0,0,72.98,72.98,74,76,55.16,0
"GOAU4.SA",2022,"Brazil",2.004,0.002,0,15,15,15,17,15,1
"GOAU4.SA",2023,"Brazil",0.912,0.002,0.167,15,15,15,17,15,2
"GOLL4.SA",2014,"Brazil",0,0,0,54.44,54.44,39.4,50.22,77,8
"GOLL4.SA",2015,"Brazil",0,0,0.233,46.66,46.66,33.01,37.46,75.21,0
"GOLL4.SA",2016,"Brazil",0,0,0,48.23,48.23,36.74,36.5,77,9
"GOLL4.SA",2017,"Brazil",2.344,0.002,0.362,48.06,48.06,37.89,39.69,71.55,8
"GOLL4.SA",2018,"Brazil",2.102,0.002,0.362,51.59,51.59,43.48,45.71,69.17,9
"GOLL4.SA",2019,"Brazil",2.344,0.002,0.213,52.8,52.8,46.62,43.96,72.6,9
"GOLL4.SA",2020,"Brazil",2.344,0.002,0.236,49.36,49.36,41.05,44.86,65.14,7
"GOLL4.SA",2021,"Brazil",0,0,0.138,50.08,50.08,53.8,39.54,61.51,9
"GOLL4.SA",2022,"Brazil",2.344,0.002,0.362,51,48.83,42.61,39.12,77,10
"GOLL4.SA",2023,"Brazil",2.344,0.002,0.298,15,15,15,17,15,2
"GPLJ.J",2014,"South Africa",0.614,0.002,0.278,27.96,27.96,23.02,31.29,31.98,0
"GPLJ.J",2015,"South Africa",1,0.002,0,21.76,21.76,21.78,25.01,24.36,0
"GPLJ.J",2016,"South Africa",1,0.002,0,15,15,21.87,19.23,15,0
"GPLJ.J",2017,"South Africa",1,0.002,0,18.18,18.18,16.15,17,28.89,0
"GPLJ.J",2018,"South Africa",1,0.002,0,15,15,15.79,17,19.89,0
"GPLJ.J",2019,"South Africa",1,0.002,0,15,15,15,17,18.14,0
"GPLJ.J",2020,"South Africa",1,0.002,0,15,15,15,17,15,0
"GPLJ.J",2021,"South Africa",1,0.002,0,15,15,15,17,15,0
"GPLJ.J",2022,"South Africa",1,0.002,0,15,15,15,17,15,0
"GPLJ.J",2023,"South Africa",1,0.002,0,15,15,15,17,15,0
"GPSC.BK",2014,"Thailand",1,0.002,0.074,15,15,15,17,15,0
"GPSC.BK",2015,"Thailand",0,0,0,15,15,15,17,15,4
"GPSC.BK",2016,"Thailand",1,0.002,0.053,15,15,15,17,15,11
"GPSC.BK",2017,"Thailand",1,0.002,0.047,15,15,15,17,15,6
"GPSC.BK",2018,"Thailand",1,0.002,0.033,66.74,66.74,58.74,76,62.59,10
"GPSC.BK",2019,"Thailand",1,0.002,0.072,67.91,67.91,56.41,76,74.99,11
"GPSC.BK",2020,"Thailand",1,0.002,0.234,63.12,63.12,53.83,76,55.08,11
"GPSC.BK",2021,"Thailand",1,0.002,0.077,64.81,64.81,48.9,76,63.98,14
"GPSC.BK",2022,"Thailand",1,0.002,0.103,56.9,56.9,48.88,76,34.71,14
"GPSC.BK",2023,"Thailand",1,0.002,0.362,54.8,54.8,49.06,76,31.27,13
"GRND3.SA",2014,"Brazil",0,0,0.078,15,15,15,17,15,2
"GRND3.SA",2015,"Brazil",0,0,0,15,15,15,17,15,2
"GRND3.SA",2016,"Brazil",0,0,0.005,15,15,15,17,15,2
"GRND3.SA",2017,"Brazil",0,0,0.037,15,15,15,17,15,0
"GRND3.SA",2018,"Brazil",0,0,0,15,15,15,17,15,0
"GRND3.SA",2019,"Brazil",0,0,0,21.17,21.17,39.89,17.44,16.21,0
"GRND3.SA",2020,"Brazil",0,0,0,21.88,21.88,29.97,22.75,15.17,0
"GRND3.SA",2021,"Brazil",0,0,0,30.84,30.84,40.82,35.13,16.58,2
"GRND3.SA",2022,"Brazil",0.929,0.002,0.034,35.87,35.87,36.64,35.98,34.84,1
"GRND3.SA",2023,"Brazil",0.934,0.002,0,15,15,15,17,15,1
"GRTJ.J",2014,"South Africa",0.753,0.002,0.266,62.74,62.74,57.02,58.12,73.74,7
"GRTJ.J",2015,"South Africa",0.715,0.002,0.045,66.99,66.99,65.06,58.25,77,3
"GRTJ.J",2016,"South Africa",0.479,0.002,0.153,69.3,69.3,70.3,63.48,73.59,6
"GRTJ.J",2017,"South Africa",1.949,0.002,0.002,61.23,61.23,65.11,65.77,52.46,6
"GRTJ.J",2018,"South Africa",0.893,0.002,0.002,67.08,67.08,68.37,68.39,64.35,4
"GRTJ.J",2019,"South Africa",0.937,0.002,0.018,66.29,66.29,74,63.31,58.19,5
"GRTJ.J",2020,"South Africa",1.033,0.002,0.147,60.97,60.97,72.2,61.88,47.03,5
"GRTJ.J",2021,"South Africa",0.971,0.002,0.024,51.8,51.8,62.6,53.38,37.73,6
"GRTJ.J",2022,"South Africa",0.947,0.002,0.01,44.13,44.13,47.35,58.15,27.2,5
"GRTJ.J",2023,"South Africa",0.599,0.002,0.02,15,15,15,17,15,6
"GRUMAB.MX",2014,"Mexico",2.344,0.002,0.273,24.79,24.79,15,23.71,50.71,10
"GRUMAB.MX",2015,"Mexico",0.678,0.002,0.095,21.25,21.25,15,24.21,34.25,14
"GRUMAB.MX",2016,"Mexico",0.331,0.002,0.074,25.42,25.42,15,30.03,40.57,13
"GRUMAB.MX",2017,"Mexico",0.493,0.002,0.066,25.88,25.88,15,28.38,44.83,13
"GRUMAB.MX",2018,"Mexico",1.48,0.002,0.048,29.37,29.37,15,31.59,48.2,15
"GRUMAB.MX",2019,"Mexico",2.344,0.002,0.041,37.16,37.16,24.68,41.29,43.74,13
"GRUMAB.MX",2020,"Mexico",0.557,0.002,0.024,39.59,39.59,31.36,46.58,36.57,12
"GRUMAB.MX",2021,"Mexico",0.416,0.002,0.041,40.35,40.35,35.31,53.56,23.09,12
"GRUMAB.MX",2022,"Mexico",0.249,0.002,0.039,47.89,47.89,55.36,59.73,19.19,11
"GRUMAB.MX",2023,"Mexico",0.028,0.002,0.051,15,15,15,17,15,10
"GUAR3.SA",2014,"Brazil",0.454,0.002,0.047,15,15,15,17,15,4
"GUAR3.SA",2015,"Brazil",0.736,0.002,0.219,15,15,15,17,15,4
"GUAR3.SA",2016,"Brazil",0.735,0.002,0.232,15,15,15,17,15,4
"GUAR3.SA",2017,"Brazil",0.135,0.002,0.022,15,15,15,17,15,4
"GUAR3.SA",2018,"Brazil",0.936,0.002,0.033,15,15,15,17,15,3
"GUAR3.SA",2019,"Brazil",0.958,0.002,0.079,15,15,19.52,17,15,2
"GUAR3.SA",2020,"Brazil",1.016,0.002,0.095,15,15,22.24,17,15,3
"GUAR3.SA",2021,"Brazil",0.989,0.002,0.228,41.09,41.09,74,48.63,15.85,3
"GUAR3.SA",2022,"Brazil",0.994,0.002,0.216,46.21,46.21,74,53.92,18.46,2
"GUAR3.SA",2023,"Brazil",0,0,0,15,15,15,17,15,0
"GULF.BK",2014,"Thailand",1,0.002,0,15,15,15,17,15,0
"GULF.BK",2015,"Thailand",0,0,0,15,15,15,17,15,0
"GULF.BK",2016,"Thailand",0,0,0,15,15,15,17,15,0
"GULF.BK",2017,"Thailand",0,0,0,24.74,24.74,15,30.8,33.69,6
"GULF.BK",2018,"Thailand",0.99,0.002,0.362,38.07,38.07,42.81,38.53,29.41,9
"GULF.BK",2019,"Thailand",0.989,0.002,0.092,44.52,44.52,45.07,44.6,43.51,5
"GULF.BK",2020,"Thailand",0.982,0.002,0.194,60.11,60.11,70.62,71.84,26.99,7
"GULF.BK",2021,"Thailand",0.981,0.002,0.125,56.08,56.08,70.28,59.51,27.48,9
"GULF.BK",2022,"Thailand",0.754,0.002,0.187,55.92,55.92,71.61,60.03,23.89,9
"GULF.BK",2023,"Thailand",0.92,0.002,0.077,54.29,54.29,65.35,58.47,30.04,10
"GUNKUL.BK",2014,"Thailand",1.427,0.002,0.362,15,15,15,17,15,7
"GUNKUL.BK",2015,"Thailand",0.992,0.002,0.191,15,15,15,17,15,7
"GUNKUL.BK",2016,"Thailand",0,0,0.097,15,15,15,17,15,7
"GUNKUL.BK",2017,"Thailand",0,0,0.159,15,15,15,17,15,3
"GUNKUL.BK",2018,"Thailand",0,0,0.082,15,15,15,17,15,3
"GUNKUL.BK",2019,"Thailand",0,0,0.109,38.54,38.54,18.29,32.82,77,2
"GUNKUL.BK",2020,"Thailand",0,0,0,49.76,49.76,39.32,45.91,72.53,2
"GUNKUL.BK",2021,"Thailand",0,0,0.362,73.93,73.93,71.16,60.87,77,2
"GUNKUL.BK",2022,"Thailand",0,0,0.154,70.94,70.94,61.55,66.39,77,3
"GUNKUL.BK",2023,"Thailand",0,0,0.232,66.59,66.59,64.27,59.74,77,2
"GWIND.IS",2014,"Turkey",0.84,0.002,0.191,15,15,15,17,15,0
"GWIND.IS",2015,"Turkey",0,0,0,15,15,15,17,15,0
"GWIND.IS",2016,"Turkey",0,0,0,15,15,15,17,15,0
"GWIND.IS",2017,"Turkey",0,0,0,15,15,15,17,15,0
"GWIND.IS",2018,"Turkey",0,0,0,15,15,15,17,15,0
"GWIND.IS",2019,"Turkey",0,0,0,15,15,15,17,15,0
"GWIND.IS",2020,"Turkey",0,0,0,22.91,22.91,40.33,17,15,0
"GWIND.IS",2021,"Turkey",0,0,0,62.53,62.53,72.1,61.09,48.13,0
"GWIND.IS",2022,"Turkey",0,0,0,71.28,71.28,74,67.44,47.49,0
"GWIND.IS",2023,"Turkey",0,0,0,74,74,74,70.29,77,1
"HANA.BK",2014,"Thailand",0.814,0.002,0.065,15,15,15,17,15,3
"HANA.BK",2015,"Thailand",0.904,0.002,0.089,15,15,15,17,15,6
"HANA.BK",2016,"Thailand",0.921,0.002,0.056,15,15,15,17,15,9
"HANA.BK",2017,"Thailand",0.849,0.002,0.072,15,15,15,17,15,10
"HANA.BK",2018,"Thailand",0.891,0.002,0.136,15,15,15,17,15,9
"HANA.BK",2019,"Thailand",0.959,0.002,0.064,37.09,37.09,15,48.85,54.23,6
"HANA.BK",2020,"Thailand",0.933,0.002,0.085,51.19,51.19,33.71,70.29,40.66,7
"HANA.BK",2021,"Thailand",0.956,0.002,0.05,50.74,50.74,46.47,63.76,34.37,10
"HANA.BK",2022,"Thailand",0.964,0.002,0.144,56.67,56.67,55.28,75.75,26.84,10
"HANA.BK",2023,"Thailand",0.869,0.002,0.064,55.43,55.43,52.64,73.34,29.24,13
"HARJ.J",2014,"South Africa",0.979,0.002,0.362,72.56,43.74,70.36,76,69.54,13
"HARJ.J",2015,"South Africa",1.182,0.002,0.362,74,74,68.37,76,77,13
"HARJ.J",2016,"South Africa",0.879,0.002,0.357,74,50.34,71.27,76,74.95,10
"HARJ.J",2017,"South Africa",0.73,0.002,0.362,71.1,60.01,71.28,76,51.83,10
"HARJ.J",2018,"South Africa",0.852,0.002,0.268,67.79,40.37,67.06,76,50.19,10
"HARJ.J",2019,"South Africa",0.974,0.002,0.362,69.31,62.2,70.05,76,52.76,7
"HARJ.J",2020,"South Africa",0.982,0.002,0.362,70.99,51.4,72.37,76,51.17,7
"HARJ.J",2021,"South Africa",0.909,0.002,0.104,65.76,65.76,73.37,76,32.77,8
"HARJ.J",2022,"South Africa",0.961,0.002,0.289,66.02,39.91,70.97,76,42.06,8
"HARJ.J",2023,"South Africa",0.953,0.002,0.149,67.82,52.35,70.15,76,47.1,8
"HCIJ.J",2014,"South Africa",0,0,0,25.47,25.47,26.46,17.01,37.77,0
"HCIJ.J",2015,"South Africa",0,0,0,25.82,25.82,20.71,17,48.28,0
"HCIJ.J",2016,"South Africa",0,0,0,24.56,24.56,16.82,20.72,42.15,0
"HCIJ.J",2017,"South Africa",0,0,0,26.89,26.89,22.45,17,58.49,0
"HCIJ.J",2018,"South Africa",0,0,0,23.65,23.65,18.09,17,50.59,0
"HCIJ.J",2019,"South Africa",0,0,0,17.81,17.81,15.68,17,37.61,0
"HCIJ.J",2020,"South Africa",0,0,0,16.76,16.76,15,17,46.56,0
"HCIJ.J",2021,"South Africa",0,0,0,15,15,15,17,31.62,0
"HCIJ.J",2022,"South Africa",0,0,0,15,15,15,17,18.73,0
"HCIJ.J",2023,"South Africa",0,0,0,15,15,15,17,34.75,0
"HDCJ.J",2014,"South Africa",0,0,0,31.34,31.34,15,34.78,54.29,0
"HDCJ.J",2015,"South Africa",1.706,0.002,0,44.46,44.46,35.48,31.32,77,1
"HDCJ.J",2016,"South Africa",0,0,0,43.81,43.81,25.34,32.27,77,0
"HDCJ.J",2017,"South Africa",2.344,0.002,0,47.46,47.46,25.35,39.27,77,1
"HDCJ.J",2018,"South Africa",0,0,0,37.64,37.64,15,40.65,63.04,0
"HDCJ.J",2019,"South Africa",0,0,0,34.49,34.49,18,46.07,39.08,0
"HDCJ.J",2020,"South Africa",0,0,0,39.98,39.98,20,52.37,47.72,0
"HDCJ.J",2021,"South Africa",0,0,0,30.69,30.69,15.77,44.48,30.53,0
"HDCJ.J",2022,"South Africa",0,0,0,35.7,35.7,30.73,38.02,38.56,0
"HDCJ.J",2023,"South Africa",0,0,0,36.04,36.04,22.97,35.54,52.14,0
"HLMJ.J",2014,"South Africa",1,0.002,0.362,45.06,45.06,50.78,33.97,55.05,2
"HLMJ.J",2015,"South Africa",1,0.002,0,45.3,45.3,52.88,42.63,38.8,2
"HLMJ.J",2016,"South Africa",1,0.002,0.362,55.89,55.89,60.14,60.13,42.85,0
"HLMJ.J",2017,"South Africa",0,0,0,55.08,55.08,54.54,54.03,57.59,1
"HLMJ.J",2018,"South Africa",1,0.002,0,64.21,64.21,60.48,70.63,59.07,1
"HLMJ.J",2019,"South Africa",1,0.002,0,61.69,61.69,55.15,66.86,62.6,1
"HLMJ.J",2020,"South Africa",1,0.002,0,63.42,63.42,59.01,65.08,67.03,1
"HLMJ.J",2021,"South Africa",1,0.002,0,59.34,59.34,57.85,65.04,52.13,1
"HLMJ.J",2022,"South Africa",1,0.002,0,60.62,60.62,56.82,64,60.54,1
"HLMJ.J",2023,"South Africa",1,0.002,0,15,15,15,17,15,1
"HMPRO.BK",2014,"Thailand",1,0.002,0.188,59.18,59.18,57.54,68.78,49.43,14
"HMPRO.BK",2015,"Thailand",1,0.002,0.071,49.23,49.23,60.41,71.66,18.72,23
"HMPRO.BK",2016,"Thailand",1,0.002,0.041,55.06,55.06,70.4,76,23.69,19
"HMPRO.BK",2017,"Thailand",1,0.002,0.027,62.04,62.04,74,76,38.43,22
"HMPRO.BK",2018,"Thailand",1,0.002,0.046,62.82,62.82,74,76,28.96,22
"HMPRO.BK",2019,"Thailand",1,0.002,0.026,70.06,70.06,74,76,43.66,22
"HMPRO.BK",2020,"Thailand",1,0.002,0.022,66.84,66.84,74,76,36.8,20
"HMPRO.BK",2021,"Thailand",1,0.002,0.029,66.21,66.21,74,76,29.26,21
"HMPRO.BK",2022,"Thailand",1,0.002,0.047,65.32,65.32,74,76,29.11,20
"HMPRO.BK",2023,"Thailand",1,0.002,0.022,66.59,66.59,74,76,36.33,20
"HOMEX.MX",2014,"Mexico",2.344,0.002,0.121,39,39,15,42.49,68.12,0
"HOMEX.MX",2015,"Mexico",1,0.002,0,30.63,30.63,15,30.45,60.43,0
"HOMEX.MX",2016,"Mexico",1,0.002,0,19.42,19.42,15,17,45.73,0
"HOMEX.MX",2017,"Mexico",1,0.002,0,15,15,15,17,44.07,0
"HOMEX.MX",2018,"Mexico",1,0.002,0,37.32,37.32,16.17,37.75,57.3,0
"HOMEX.MX",2019,"Mexico",1,0.002,0,39.56,39.56,16.36,36.03,65.87,0
"HOMEX.MX",2020,"Mexico",1,0.002,0,38.54,38.54,15.53,34.19,65.54,0
"HOMEX.MX",2021,"Mexico",0,0,0,38.39,38.39,15,31.12,69.44,0
"HOMEX.MX",2022,"Mexico",0,0,0,39.43,39.43,15.3,28.9,74.2,0
"HOMEX.MX",2023,"Mexico",0,0,0,15,15,15,17,15,0
"HTC.BK",2014,"Thailand",0,0,0,15,15,15,17,15,0
"HTC.BK",2015,"Thailand",0,0,0,15,15,15,17,15,0
"HTC.BK",2016,"Thailand",0,0,0,15,15,15,17,15,0
"HTC.BK",2017,"Thailand",0.989,0.002,0,15,15,15,17,15,1
"HTC.BK",2018,"Thailand",0,0,0,15,15,15,17,15,0
"HTC.BK",2019,"Thailand",0,0,0,15,15,15,17,15,0
"HTC.BK",2020,"Thailand",0,0,0,52.94,52.94,60.39,52.54,44.74,1
"HTC.BK",2021,"Thailand",0,0,0,47.7,47.7,57.05,54.27,24.39,1
"HTC.BK",2022,"Thailand",0,0,0,50.45,50.45,53.06,59.66,30.36,1
"HTC.BK",2023,"Thailand",0,0,0,15,15,15,17,15,0
"HYPE3.SA",2014,"Brazil",0.991,0.002,0.362,24.77,24.77,17.69,17,56.88,15
"HYPE3.SA",2015,"Brazil",0.979,0.002,0.037,22.37,22.37,24.56,17,43.23,14
"HYPE3.SA",2016,"Brazil",0.983,0.002,0.141,26.52,26.52,29.03,17,55.74,15
"HYPE3.SA",2017,"Brazil",0.97,0.002,0.036,35.08,35.08,45.01,17,61.9,14
"HYPE3.SA",2018,"Brazil",0.973,0.002,0.081,44.76,44.76,46.46,32.51,61.83,12
"HYPE3.SA",2019,"Brazil",0.972,0.002,0.017,65.73,65.73,53.96,62.2,77,10
"HYPE3.SA",2020,"Brazil",0,0,0.045,69.49,69.49,36.12,76,77,9
"HYPE3.SA",2021,"Brazil",1,0.002,0.054,74,74,59.73,76,77,11
"HYPE3.SA",2022,"Brazil",1,0.002,0.099,74,74,64.38,76,77,10
"HYPE3.SA",2023,"Brazil",1,0.002,0.011,74,74,68.95,76,75.21,8
"HYPJ.J",2014,"South Africa",0.958,0.002,0.003,44.85,44.85,25.31,59,54.37,5
"HYPJ.J",2015,"South Africa",0.964,0.002,0.008,44.56,44.56,28.42,64.83,44.37,3
"HYPJ.J",2016,"South Africa",2.344,0.002,0.013,62.92,62.92,62.68,58,67.81,4
"HYPJ.J",2017,"South Africa",2.344,0.002,0.024,65.99,65.99,66.29,55.06,75.9,5
"HYPJ.J",2018,"South Africa",2.344,0.002,0.015,60.55,60.55,63.62,52.42,64.61,4
"HYPJ.J",2019,"South Africa",2.344,0.002,0.027,56.7,56.7,61.07,48.69,59.13,4
"HYPJ.J",2020,"South Africa",2.344,0.002,0.172,52.12,52.12,51.12,36.23,68.19,5
"HYPJ.J",2021,"South Africa",2.344,0.002,0.142,45.1,45.1,41.4,36.35,57.62,6
"HYPJ.J",2022,"South Africa",2.344,0.002,0.048,41.64,41.64,28.94,39.2,58.73,4
"HYPJ.J",2023,"South Africa",2.344,0.002,0.015,45.33,45.33,30.86,44.44,63.04,4
"ICHB.MX",2014,"Mexico",0.519,0.002,0.362,15,15,15,17,15,7
"ICHB.MX",2015,"Mexico",0.943,0.002,0.269,15,15,15,17,16.48,6
"ICHB.MX",2016,"Mexico",0.973,0.002,0.362,15,15,15,17,20.08,6
"ICHB.MX",2017,"Mexico",0.865,0.002,0.135,15,15,15,17,17.26,5
"ICHB.MX",2018,"Mexico",0.901,0.002,0.178,15,15,15,17,15,3
"ICHB.MX",2019,"Mexico",0.888,0.002,0.037,15,15,15,17,15,3
"ICHB.MX",2020,"Mexico",1,0.002,0.231,15,15,15,17,15,3
"ICHB.MX",2021,"Mexico",1,0.002,0.169,15,15,15,17,15,3
"ICHB.MX",2022,"Mexico",1,0.002,0.112,15,15,15,17,15,1
"ICHB.MX",2023,"Mexico",1,0.002,0,15,15,15,17,15,0
"IHHH.KL",2014,"Malaysia",1,0.002,0.307,36.3,36.3,25.86,37.29,40.32,17
"IHHH.KL",2015,"Malaysia",1,0.002,0.064,50.94,50.94,15,55.1,66.13,21
"IHHH.KL",2016,"Malaysia",1,0.002,0.107,50.31,50.31,20.99,64.61,47.82,22
"IHHH.KL",2017,"Malaysia",1,0.002,0.038,59.94,59.94,55.23,70.52,49.6,25
"IHHH.KL",2018,"Malaysia",1,0.002,0.236,53.19,53.19,60.86,56.99,44.8,23
"IHHH.KL",2019,"Malaysia",1,0.002,0.147,56.16,56.16,50.17,67.38,45.68,20
"IHHH.KL",2020,"Malaysia",1,0.002,0.08,66.97,66.97,50.59,68.82,72.95,19
"IHHH.KL",2021,"Malaysia",1,0.002,0.18,65.45,65.45,27.83,63.95,77,20
"IHHH.KL",2022,"Malaysia",1,0.002,0.052,73.19,69.29,59.73,68.83,77,19
"IHHH.KL",2023,"Malaysia",1,0.002,0.143,74,74,62.84,73.3,77,17
"IMPJ.J",2014,"South Africa",0,0,0.358,58.47,45.46,65.58,43.69,72.5,15
"IMPJ.J",2015,"South Africa",0.935,0.002,0.362,62.06,62.06,65.03,44.08,77,16
